ID,Titre,Catégorie,Précisions,,,
4902,Paiement. Effusion profusion confusion ?,222, 12=Ouvrage broché, 13=Français,,
4903,Punk - Une esthétique,144, 12=Ouvrage relié, 13=Français, 28=Oui,
4905,Misha Gromov Introduction aux Mystères,198, 12=Ouvrage broché, 13=Français, 28=Oui,
4908,Conférences de l'Académie royale de Peinture et de Sculpture (1747-1752) - Tome 5 Volume 1,160, 12=Ouvrage broché, 13=Français,,
4909,Conférences de l'Académie royale de Peinture et de Sculpture (1747-1752) - Tome 5 Volume 2,160, 12=Ouvrage broché, 13=Français,,
4910,Catalogue d'exposition Au creux de la main la médaille en France aux XIXe et XXe siècles - BNF,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
4911,Catalogue de l'exposition inaugurale de Marseille 2013 - Ici ailleurs,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
4912,Georges de La Tour par Jacques Thuillier,164, 12=Broché, 13=Français, 28=Oui,
4913,Artpress l'album 40 ans pour la création,144, 12=Ouvrage relié, 13=Français, 28=Oui,
4914,Bellangé ébénistes. Une histoire du goût au XIXe siècle,135, 12=Ouvrage relié, 13=Français, 28=Oui,
4915,Catalogue d'exposition Yann Kersalé. A des nuits lumière,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4917,Art pour enfant - Cahier de création Masques,131, 12=Ouvrage broché, 13=Français, 28=Oui,
4919,Une question de goût - La collection Zoubov à Genève,160, 12=Ouvrage  relié, 13=Français, 28=Oui,
4920,Catalogue d'exposition Pérou les royaumes du soleil et de la lune - Musée des Beaux-Arts de Montréal,216, 12=Ouvrage relié, 13=Français, 28=Oui,
4922,Catalogue d'exposition Manet le portrait de la vie - Royal Academy of Arts Londres,216, 12=Ouvrage relié, 13=Français, 28=Oui,
4923,Edouard Manet monographie de Julius Meier-Graefe,125, 12=Ouvrage broché, 13=Français,,
4924,Jean-Baptiste Carpeaux l'homme qui faisait danser les pierres,179, 12=Ouvrage  relié, 13=Français, 28=Oui,
4925,Catalogue d'exposition Sensualité et spiritualité dans la peinture de Jean-Jacques Henner,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4926,Catalogue d'exposition L'artiste en représentation - Images des artistes dans l'art du XIXe siècle,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4927,Catalogue d'exposition Costumer le pouvoir Opéra et Cinéma,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4928,Richesses des musées en région Centre - Fonds régional d'acquisition pour les musées (1998-2011),160, 12=Ouvrage  broché, 13=Français, 28=Oui,
4929,Le Banc d'orfèvre de l'électeur de Saxe - Musée national de la Renaisssance,135, 12=Ouvrage broché, 13=Français, 28=Oui,
4930,Architecture : Le Caire dessiné et photographié au XIX siècle,134, 12=Ouvrage relié, 13=Français, 28=Oui,
4931,Architecture : Le Palais du Luxembourg de Marie de Médicis 1611-1631.,134, 12=Ouvrage broché, 13=Français, 28=Oui,
4932,Louis Le Vau et les nouvelles ambitions de l'architecture française 1612-1654 ,134, 12=Ouvrage relié, 13=Français, 28=Oui,
4935,Peintures et dessins 1500-1900 - Musée d'art et d'histoire de Neuchâtel Suisse,160, 12=Ouvrage relié, 13=Français, 28=Oui,
4936,Torchon décor vase Marie-Antoinette,244, 28=Oui,,,
4938,T-shirt Lola - Boutique des Musées de France,235, 28=Oui,,,
6560,Catalogue d'exposition Le Corbusier - Centre Pompidou,216, 12=Ouvrage broché, 13=Français,,
4942,Catalogue d'exposition Gilles Caron le conflit intérieur,216, 13=Français, 28=Oui,,
4944,Catalogue d'exposition Félicie de Fauveau et la Vendée,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
4949,Marc Chagall les fables de la fontaine,158, 12=Ouvrage relié, 13=Français, 28=Oui,
4950,Giuseppe et Giovanna Panza collectionneurs,144, 12=Ouvrage broché, 13=Français, 28=Oui,
4951,Album d'exposition Eileen Gray - Centre Pompidou Paris,230, 12=Ouvrage broché, 28=Oui,,
4952,Catalogue d'exposition Rafael Soto - Centre Pompidou Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4953,Catalogue d'exposition Félix Thiollier photographies - Musée d'Orsay Paris,216, 12=Ouvrage relié, 13=Français, 28=Oui,
4955,Art pour enfant - Land Art,236, 12=Ouvrage broché, 13=Français, 28=Oui,
4956,Art pour enfant - Architecture,236, 12=Ouvrage  broché, 13=Français, 28=Oui,
4957,Entretiens avec Francis Bacon,141, 12=Ouvrage broché, 13=Français, 28=Oui,
4958,Nicolas Poussin l'Amitié embrassant la peinture,160, 12=Ouvrage  broché, 13=Français,,
4959,Catalogue d'exposition Matta du Surréalisme à l'Histoire - Musee Cantini Marseille,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
4960,Spanish drawings in the Courtauld Gallery (Ouvrage en anglais),216, 12=Ouvrage relié, 28=Oui,,
4961,Antico the Golden Age of Renaissance Bronzes (Publication en anglais),230, 28=Oui,,,
4963,Petites comptines des animaux,143, 12=Ouvrage broché, 13=Français,,
4964,L'art colon,139, 12=Ouvrage relié, 13=Français, 28=Oui,
4965,Catalogue d'exposition Sous influences artistes et psychotropes - Maison Rouge Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4966,Catalogue d'exposition L'oeil d'un collectionneur Redon et Denis - Le Cannet Musée Bonnard,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4967,Sam Szafran - Entretiens,137, 12=Ouvrage  broché, 13=Français, 28=Oui,
4968,Catalogue d'exposition Becoming Picasso Paris 1901 - Courtauld Gallery London,216, 28=Oui,,,
4969,Les papiers de Picasso,137, 12=Ouvrage  broché, 13=Français, 28=Oui,
4970,Kunstkammer Museum Vienna (Edition en anglais),146, 12=Ouvrage broché,,,
4973,Traces d'encre calligraphies de Carolyn Carlson (Bilingue),142, 12=Ouvrage broché, 28=Oui,,
4974,Danses à Bali de Henri Cartier Bresson,150, 12=Ouvrage broché, 13=Français, 28=Oui,
4975,La Comédie-Française - Le théâtre de la rue de Richelieu de 1799 à nos jours,160, 12=Ouvrage broché, 13=Français, 28=Oui,
4976,Les Cabinets d'art et de merveilles de la Renaissance tardive,160, 12=Ouvrage broché, 13=Français, 28=Oui,
4977,Les Arbres de Van Gogh,154, 12=Ouvrage  relié, 13=Français, 28=Oui,
4978,L'atelier de l'oeuvre dessins italiens de Raphaël à Tiepolo - Musée Fabre Montpellier,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4979,Catalogue d'exposition Christian Astuguevieille - Musée La Piscine Roubaix,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4980,Techniques artistiques - Nus au pastel sec une aventure humaine,122, 12=Ouvrage broché, 13=Français,,
4981,Une facétie de Fragonard les révélations d'un dessin retrouvé,133, 12=Ouvrage broché, 13=Français, 28=Oui,
4982,Les Picasso d'Arles - Musée Réattu Arles,142, 12=Ouvrage relié, 28=Oui,,
4985,J. D. Kirszenbaum (1900 - 1954) la génération perdue  - Edition bilingue,141, 12=Ouvrage broché, 28=Oui,,
4986,Catalogue d'exposition Alina Szapocznikow du dessin à la sculpture - Centre Pompidou Paris,216, 12=Ouvrage  relié, 28=Oui,,
4987,Catalogue d'exposition Alberto Giacometti - Musée de Grenoble,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
4988,Catalogue d'exposition Verlaine emprisonné -  Musée des lettres et manuscrits Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4990,L'école joyeuse et parée - Décors peints,135, 13=Français, 28=Oui,,
4991,Catalogue d'exposition Le roi et l'artiste Francois 1er et Rosso Fiorentino - Château de Fontainebleau,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
4993,Catalogue d'exposition Guy Debord un art de la guerre - BNF Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
4995,Rodin la chair et le marbre - Musée Rodin Paris,179, 12=Ouvrage broché, 13=Français, 28=Oui,
4997,Catalogue d'exposition David d'Angers dessins des musées d'Angers - Musée du Louvre Paris,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5001,Catalogue d'exposition Signac les couleurs de l'eau,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5002,Carnets d'architectes - Paul Nelson (1895-1979),134, 12=Ouvrage  broché, 13=Français, 28=Oui,
5003,Catalogue d'exposition Métissages collections Denise et Michel Meynet - MBA de Lyon,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5004,Carnet d'études ENSBA n°26 - De Poussin à Fragonard hommage à Polakovits,157, 12=Ouvrage broché, 13=Français, 28=Oui,
5008,Catalogue d'exposition Plaisirs de l'eau - Musée des Beaux-arts de Nantes,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5009,Art & industrie - XVIIIe-XXIe siècle,135, 12=Ouvrage  broché, 13=Français, 28=Oui,
5011,Catalogue d'exposition Dynamo un siècle de lumière et de mouvement dans l'art - Grand Palais Paris,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5012,Catalogue d'exposition Interférences architecture France Allemagne - MAM de Strasbourg,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5013,Catalogue d'exposition Une renaissance - L'art entre Flandre et Champagne 1150-1250,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5015,Livre d'art enfant - Dans la peau de Hundertwasser ,143, 12=Ouvrage broché, 13=Français, 28=Oui,
5016,Catalogue d'exposition Maurice Pialat peintre et cinéaste - Cinémathèque française,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5017,Catalogue d'exposition Napoléon et l'Europe - Musée de l'Armée,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5018,Catalogue d'exposition Le Pouvoir en Actes - Archives nationales Hôtel de Soubise,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5019,Yves Millecamps tapisseries 1956 - 1975,135, 13=Français, 28=Oui,,
5020, Catalogue d'exposition Peinture Alex Katz & Félix Vallotton - Musée cantonal des Beaux-Arts Lausanne,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5021,Catalogue d'exposition Paul Eluard poésie amour et liberté - Palais Lumière Evian,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5022,Daniel Buren les Ecrits 1965-2012 (Tome 2),137, 12=Ouvrage broché, 13=Français, 28=Oui,
5024,Philippe de la Hire entre architecture et sciences (1640-1718),134, 12=Ouvrage  broché, 13=Français, 28=Oui,
5028,Catalogue d'exposition L'art du contour le dessin dans l'Égypte ancienne - Musée du Louvre,216, 13=Français, 28=Oui,,
5031,Catalogue d'exposition Jean de Gonet relieur - BnF Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5032,André Le Nôtre and the Gardens at Chantilly - Exhibition Catalogue (English version),230, 12=Ouvrage  broché, 28=Oui,,
5034,Louvre Abu Dhabi - Naissance d'un musée,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5038,La fin des musées ?,160, 12=Ouvrage broché, 13=Français, 28=Oui,
5039,Catalogue d'exposition Jean Charles Blais - Musée Picasso Antibes,216, 12=Ouvrage relié, 28=Oui,,
5040,Catalogue d'exposition Rodin la lumière de l'Antique,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5042,Chic le sport ! Jacques-Henri Lartigue,150, 12=Ouvrage  relié, 13=Français, 28=Oui,
5043,Velickovic. Peinture 1954-2013,141, 12=Ouvrage  relié, 13=Français, 28=Oui,
5044,Fontainebleau le temps des Italiens,160, 12=Ouvrage  relié, 13=Français, 28=Oui,
5045,Le Versailles de Marie-Antoinette,135, 12=Ouvrage broché, 13=Français, 28=Oui,
5046,Marie-Antoinette's Versailles,230, 28=Oui,,,
5048,Catalogue d'exposition Un été au bord de l'eau loisirs et impressionnisme - Musée des Beaux-arts de Caen,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5049,Catalogue d'exposition Eblouissants reflets 100 chefs-d'oeuvre impressionnistes - Musée des Beaux art de Rouen,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5050, Catalogue d'exposition Regardez Monsieur Monet comme la Seine a changé ! - Espace André Graillot Le Havre,216, 12=Ouvrage  relié, 28=Oui,,
5052,Modernisme. L'art abstrait belge et l'Europe (1912-1930),160, 12=Ouvrage  relié, 13=Français, 28=Oui,
5053,Passagers photographies de Jean Pierre Favreau,150, 12=Ouvrage relié, 13=Français, 28=Oui,
5054,Art et nature au Moyen-Age,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5058,Catalogue d'exposition Albert Bouquillon (1908-1997) l'évolution figurative,118, 12=Ouvrage broché, 13=Français, 28=Oui,
5059,Catalogue d'exposition Giotto e Compagni - Musée du Louvre Paris,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5060,Catalogue d'exposition Mythes et Mystères le symbolisme et les artistes suisses,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5061,Catalogue d'exposition Le Mexique au Louvre - Chefs-d'œuvre de la Nouvelle Espagne XVIIe et XVIIIe siècles,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5062,Catalogue d'exposition À tout cœur l'art pour le Sacré Cœur à la Visitation,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5063,Impressions Dior - Dior et l'impressionnisme,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5066,Catalogue d'exposition Julio Le Parc - Palais de Tokyo Paris,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5067,Catalogue d'exposition Laure Albin Guillot - Musée du Jeu de Paume Paris (Edition bilingue),216, 12=Ouvrage  broché, 28=Oui,,
5068,Catalogue d'exposition Studio Beinex - Musée des années 30,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5069,Frédéric Bruly Bouabre - Coffret 4 tomes,161, 13=Français, 28=Oui,,
5070,Art Québécois et Canadien. La collection du Musée des Beaux-arts de Montréal,146, 12=Ouvrage  relié, 13=Français, 28=Oui,
5071,Arts décoratifs et design - Collections du Musée des beaux-arts de Montréal,135, 12=Ouvrage  relié, 13=Français, 28=Oui,
5072,Trenet méconnu,158, 12=Ouvrage  relié, 13=Français, 28=Oui,
5073,Catalogue d'exposition Trenet le Fou chantant - De Narbonne à Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5074,Album d'exposition Dynamo un siècle de lumière et de mouvement dans l'art 1913-2013,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5075,Catalogue d'exposition Du Duel au duo images satiriques du couple franco-allemand de 1870 à nos jours,216, 12=Ouvrage broché, 28=Oui,,
5076,Catalogue d'exposition Les Lemar de la piscine Roubaix,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5077,Thermidor :  Hubert Robert David et Robespierre,160, 12=Ouvrage  broché, 13=Français, 28=Oui,
5078,Catalogue d'exposition Trésors de la Chine ancienne - Musée Guimet des Arts asiatiques,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5079,Gérard Garouste gravures (Edition bilingue),142, 12=Ouvrage broché, 28=Oui,,
5080,Myths and Mysteries - Symbolism and Swiss Artists (English edition),230, 28=Oui,,,
5081,Trois opéras de Richard Wagner considérés de leur point de vue musical et poétique,160, 12=Ouvrage broché, 13=Français, 28=Oui,
5083,Youssef Nabil photographies (Edition bilingue),144, 12=Ouvrage relié, 28=Oui,,
5084,Naissance de l'art romantique,160, 12=Ouvrage broché, 13=Français,,
5085,Album d'exposition Simon Hantaï - Centre Pompidou Paris (Edition bilingue),216, 12=Ouvrage  broché, 28=Oui,,
5086,Simon Hantaï - Centre Pompidou Paris (English edition),230, 28=Oui,,,
5087,Catalogue d'exposition Simon Hantaï - Centre Pompidou Paris,216, 13=Français, 28=Oui,,
5089,Le Fauvisme - Mouvements artistiques Centre Pompidou,154, 12=Ouvrage  broché, 13=Français, 28=Oui,
5090,Le Cubisme - Mouvements artistiques Centre Pompidou,141, 12=Ouvrage broché, 13=Français, 28=Oui,
5093,Monographie Miró - Centre Pompidou,141, 12=Ouvrage broché, 13=Français, 28=Oui,
5095,Peindre en Normandie à l'époque impressionniste (Nouvelle édition),146, 13=Français, 28=Oui,,
5096,Charlotte Perriand l'aventure japonaise,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5097,Catalogue d'exposition Mike Kelley - Centre Pompidou Paris,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5100,Picasso et les écrivains,238, 13=Français, 28=Oui,,
5101,Le Romantisme,238, 13=Français, 28=Oui,,
5102,Zao Wou-Ki,141, 12=Ouvrage broché, 13=Français,,
5103,Georges Mathieu,141, 12=Ouvrage broché, 13=Français, 28=Oui,
5104,Olivier Debré (Nouvelle édition),141, 12=Ouvrage broché, 13=Français, 28=Oui,
5105,Serge Poliakoff,141, 12=Ouvrage  broché, 13=Français, 28=Oui,
5106,Mondes clos cultures et jardins,198, 12=Ouvrage  broché, 13=Français,,
5107,Catalogue d'exposition La Beauté sauvera le monde quand l'Homme contemple l'Univers,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5109,George Desvallières et la Grande Guerre,141, 13=Français,,,
5110,Catalogue d'exposition Un nouveau monde naissance de la Lorraine moderne,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5112,Catalogue d'exposition Splendeurs du maniérisme en Flandre 1500-1575,160, 12=Ouvrage  relié, 28=Oui,,
5113,Catalogue d'exposition Félicie de Fauveau l'amazone de la sculpture - Musée d'Orsay,216, 13=Français, 28=Oui,,
5114,Le catalogue Simon Hantaï,141, 12=Ouvrage relié, 13=Français, 28=Oui,
5115,Arts et mondialisation,137, 12=Ouvrage broché, 13=Français,,
5116,Catalogue d'exposition Picasso céramiste et la Méditerranée,216, 13=Français, 28=Oui,,
5120,Techne 37 - Conserver l'art contemporain à l'ère de l'obsolescence technologique,140, 12=Ouvrage broché, 13=Français, 28=Oui,
5121,Catalogue d'exposition Vues d'en haut - Centre Pompidou Metz,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5122,L'Art de l'Ailleurs - Livre d'art pour adolescents,236, 12=Ouvrage  relié, 13=Français, 28=Oui,
5123,Catalogue d'exposition L'ange de l'histoire - Palais des Beaux-arts Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5124,Catalogue d'exposition Philippe Cognée dessins - Beaux-arts de Paris,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5125,TA-DA ! Deviens un artiste contemporain - Art pour adolescents,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5126,Catalogue d'exposition Folie textile mode et décoration sous le Second Empire,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5127,Catalogue d'exposition Chaissac Dubuffet entre plume et pinceau,216, 12=Ouvrage broché,,,
5128,Des musées pour les enfants - Guide des activités Paris et Ile-de-France,236, 12=Ouvrage  broché, 13=Français, 28=Oui,
5129,Catalogue d'exposition Madame Elisabeth une princesse au destin tragique - Domaine de Montreuil,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5130,Exhibition catalogue Treasure of the Holy Sepulchre - Versailles Palace (English edition),230, 28=Oui,,,
5131,Catalogue d'exposition Trésor du Saint-Sépulcre - Château de Versailles,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5132,Catalogue d'exposition Yves Brayer les années romaines,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5133,L'icône chemin de lumière,137, 12=Ouvrage broché, 13=Français,,
5134,Camille Pissarro Rouen - Peindre la ville,125, 12=Ouvrage relié, 13=Français, 28=Oui,
5135,Catalogue d'exposition Disegno et couleurs dessins italiens et français du XVI au XVIII siècle,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5136,Catalogue d'exposition Michelangelo Pistoletto le Paradis sur Terre - Musée du Louvre,216, 12=Ouvrage  relié, 28=Oui,,
5137,Van Gogh à l'oeuvre - Musée Van Gogh Amsterdam,154, 12=Ouvrage relié, 13=Français, 28=Oui,
5139,Catalogue d'exposition Le Grand Atelier du Midi de Van Gogh à Bonnard de Cézanne à Matisse,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5140,The great workshop of the midi - The album of the exhibition (English version),230, 28=Oui,,,
5141,Le Grand Atelier du Midi de Van Gogh à Bonnard de Cézanne à Matisse - Album d'exposition,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5142,La gravure à Paris - Une rage fin de siècle,157, 12=Ouvrage relié, 13=Français, 28=Oui,
5143,Histoire de France de Jules Michelet - Editions illustrée,158, 13=Français, 28=Oui,,
5144,Techniques du mobilier en carton,122, 12=Ouvrage broché, 13=Français,,
5145,Techniques du Modelage des animaux ,122, 12=Ouvrage broché, 13=Français,,
5147,Catalogue d'exposition Chagall devant le miroir - Musée national Marc Chagall,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5148,Nicolas de Staël - Catalogue raisonné des oeuvres sur papier,142, 12=Ouvrage  relié, 13=Français, 28=Oui,
5150,Antoine Bourdelle et Auguste Rodin - Correspondance (1893-1912),179, 12=Ouvrage broché, 13=Français,,
5151,Metz 1848-1918 les métamorphoses d'une ville,134, 12=Ouvrage  relié, 13=Français,,
5152,Cripplewood Berlinde De Bruyckere & J.M. Coetzee - Biennale de Venise 2013,216, 12=Ouvrage relié, 28=Oui,,
5153,La relation numérique de confiance des enjeux des identités numériques,222, 12=Ouvrage  broché, 13=Français,,
5154,L'Automne de la Renaissance - Musée des Beaux-Arts de Nancy,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5155,Catalogue d'exposition Le théorème de Nefertiti - Institut du Monde Arabe,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5156,Le musée d'Orsay à 360 degrés - Guide du musée,146, 12=Ouvrage  broché, 13=Français, 28=Oui,
5157,Le Louvre. Toutes les peintures (avec 1 DVD),146, 12=Ouvrage  relié, 13=Français, 28=Oui,
5159,Catalogue d'exposition Jacques-Emile Blanche en Normandie,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5160,Art pour enfant Coloriages avec Ron Mueck -  Fondation Cartier,143, 12=Ouvrage  broché, 13=Français, 28=Oui,
5161,Catalogue d'exposition Ron Mueck - Fondation Cartier,216, 12=Ouvrage  relié, 28=Oui,,
5162,Toscane - Arezzo Cortone Cosentino Sansepolcro,160, 12=Ouvrage broché, 13=Français, 28=Oui,
5163,Catalogue d'exposition Charles Ratton - Musée du Quai Branly,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5164,Catalogue d'exposition Les Lys et la République Henri comte de Chambord (1820-1883),216, 12=Ouvrage broché, 13=Français, 28=Oui,
5165,Catalogue d'exposition Paul Poiret Couturier Parfumeur,216, 12=Ouvrage broché, 28=Oui,,
5166,Catalogue d'exposition Légendes des mers - Palais Lumière Evian,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5167,Penone à Versailles,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5168,Catalogue d'exposition Lorna Simpson - Jeu de Paume Paris,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5170,Catalogue d'exposition Dufy de Martigues à l'Estaque 1903-1925,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5171,Les chefs d'oeuvre des musées de Marseille - Musée des Beaux-arts Musée Cantini MAC,146, 12=Ouvrage  broché, 13=Français, 28=Oui,
5172,Catalogue d'exposition Le noir et le bleu un rêve méditerranéen - MuCEM Marseille,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5173,Lee Ufan - Monographie,144, 12=Ouvrage  relié, 13=Français, 28=Oui,
5174,Méditerranée les porteurs de rêves - MuCEM,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5175,Catalogue d'exposition Le bazar du genre féminin / masculin en Méditerranée - MuCEM,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5176,Catalogue exposition Chanel n5 (Edition bilingue),216, 12=Ouvrage broché, 28=Oui,,
5177,Lucien Hervé - Photopoche,150, 12=Ouvrage broché, 13=Français, 28=Oui,
5178,L'un par l'autre - 30 ans de la collection Photopoche,150, 12=Ouvrage broché, 13=Français, 28=Oui,
5179,Catalogue d'exposition En piste ! Les plus beaux costumes de cirque,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5180,Royaume de l'artifice - L'émergence du kitsch au XIXe siècle (Nouvelle édition),198, 12=Ouvrage broché, 13=Français, 28=Oui,
5182,Album d'exposition Roy Lichtenstein - Centre Pompidou Paris (Edition Bilingue),230, 12=Ouvrage broché, 28=Oui,,
5183,Roy Lichtenstein - Centre Pompidou Paris ,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5184,Catalogue d'exposition Elisabeth de Senneville - Roubaix La Piscine,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5185,Les Jean Roulland de La Piscine,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5186,La Cité internationale universitaire de Paris - Parcours du patrimoine,134, 12=Ouvrage broché, 13=Français, 28=Oui,
5187,Miquel Barcelo en chemin,144, 12=Ouvrage  relié, 13=Français, 28=Oui,
5188,Catalogue d'exposition Miquel Barcelo - Terra ignis,216, 12=Ouvrage relié, 13=Français,,
5190,Gérard Schlosser rétrospective 1957-2013,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5191,Catalogue d'exposition Geneviève Asse - Centre Pompidou,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5192,Catalogue d'exposition Haegue Yang - Musée d'Art Moderne et Contemporain de Strasbourg,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5193,Catalogue Louis Aston Knight et Alain Fleischer - Musée d'art d'Evreux,216, 12=Ouvrage broché, 13=Français,,
5194,Fleurs du Roi - Grand Trianon Versailles,135, 12=Ouvrage broché, 13=Français, 28=Oui,
5195,Arles photographie 2013 - Arles in black (English Edition) ,230, 28=Oui,,,
5196,Les rencontres Arles photographie 2013 - Arles in black,150, 12=Ouvrage relié, 13=Français, 28=Oui,
5197,Roy Lichtenstein - Ce que je crée c'est de la forme. Entretiens 1963-1997,137, 12=Ouvrage broché, 13=Français,,
5198,Gustave Moreau maître de Matisse,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5199,Catalogue d'exposition Bonjour Monsieur Matisse ! Rencontre(s),216, 12=Ouvrage broché, 13=Français, 28=Oui,
5201,Gordon Parks,150, 12=Ouvrage broché, 13=Français, 28=Oui,
5202,Gordon Parks. Une histoire américaine,216, 12=Ouvrage relié, 13=Français, 28=Oui,
5203,Catalogue d'exposition Joan Miro. L'arlequin artificier,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
5204,Un Allemand à la cour de Louis XIV. De Dürer à Van Dyck la collection nordique d'Everhard Jabach,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5205,Catalogue d'exposition Giorgio Morandi une rétrospective,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5206,Dessins bolonais du XVIIe siècle - Musée du Louvre,157, 13=Français, 28=Oui,,
5207,Rome en ses jardins - Paysage et pouvoir au XVIe siècle,160, 12=Ouvrage broché, 13=Français, 28=Oui,
5208,Catalogue d'exposition Michelangelo Antonioni - BOZAR Bruxelles,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5210,Catalogue d'exposition De Chaissac à Hyber parcours d'un amateur vendéen,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5211,Art pour enfant - Paul et Katia à la rencontre de Paul Signac,143, 12=Ouvrage broché, 13=Français, 28=Oui,
5214,Edvard Munch 1863-1944,154, 12=Ouvrage  relié, 13=Français, 28=Oui,
5215,Catalogue d'exposition Paris la nuit  - Pavillon de l'Arsenal,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
5216,Catalogue d'exposition Hiramatsu le bassin aux nymphéas - Giverny,216, 12=Ouvrage broché, 28=Oui,,
5217,Charles Errard (1601-1689) - La noblesse du décor,164, 12=Ouvrage relié, 13=Français, 28=Oui,
5219,Catalogue d'exposition Courbet / Cézanne la vérité en peinture,216, 12=Ouvrage broché, 13=Français, 28=Oui,
5220,Les faïences de moustiers du XVIIe au XIXe siècle,135, 12=Ouvrage  broché, 13=Français, 28=Oui,
5223,Travailler sur la Seine (1850-1914) ,216, 13=Français, 28=Oui,,
