ID,Titre,Catégorie,Précisions,,,
1991,Mélancolie. Génie et folie en Occident,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
1992,Giogiorne l'insaisissable,131, 12=Ouvrage  broché, 13=Français,,
1993,Mégalomania,129, 12=Ouvrage relié, 13=Français,,
1994,Abildgaard (1743-1809),216, 12=Ouvrage  broché, 13=Français,,
2258,Filippo et Filippino Lippi la Renaissance à Prato,216, 12=Ouvrage  broché, 13=Français,,
1997,Les Orientalistes dictionnaire des sculpteurs XIXe-XXe siècles,118, 12=Ouvrage  relié, 13=Français,,
2024,Recueil de lettres nouvelles dit « Recueil Faret »,198, 12=Ouvrage  broché, 13=Français,,
2001,Botticelli,123, 12=Ouvrage  broché, 13=Français (traduit de  l'italien),,
2002,José Maria Sert la rencontre de l'extravagance et de la démesure.,141, 12=Ouvrage  relié, 13=Français,,
2003,La mort et les statues,118, 12=Ouvrage  broché, 13=Français,,
2005,Carnet d'études ENSBA n°10 - Les dessins de Paul Baudry,126, 12=Broché, 13=Français,,
2216,Les coraux de Darwin,137, 12=Ouvrage  broché, 13=Français,,
2006,La révolution par le dessin,131, 12=Ouvrage  broché, 13=Français,,
2007,Monumental 2008 - Semestriel 2,140, 12=Ouvrage broché, 13=Français,,
2088,Le détail. Pour une histoire rapprochée de la peinture,129, 12=Poche, 13=Français,,
2015,Au service du château. L'architecture des Communs en Ile-de-france Au XVIIIe siècle,134, 12=Ouvrage broché, 13=Français, 28=Oui,
2132,La Déshumanisation de l'art,137, 13=Français,,,
2016,L'album de Marie-Antoinette. Vues et plans du Petit Trianon à Versailles,134, 12=Ouvrage  broché, 13=Français,,
2018,Salon du dessin 2008 - Dessins de sculpteurs,118, 12=Ouvrage  broché, 13=Français,,
2020,Défense et illustration de l'Impressionisme,124, 12=Ouvrage  broché, 13=Français,,
2021,Dictionnaire des Indépendants (1920-1950),124, 13=Français,,,
2073,Dictionnaire d'Histoire de l'art du Moyen-Âge occidental,128, 12=Ouvrage broché, 13=Français,,
2025,L'Âge de la traduction.,198, 12=Ouvrage  broché, 13=Français,,
2027,Lire une ascèse ? Lecture ascétique et lecture esthétique dans la culture occidentale,198, 12=Ouvrage broché, 13=Français,,
2028,L'imaginaire comme tel,198, 12=Ouvrage  broché, 13=Français,,
2030, Objets étranges,198, 12=Ouvrage  broché, 13=Français,,
2031,Bibliothèque humaniste idéale. De Pétrarque à Montaigne,198, 12=Ouvrage broché, 13=Français,,
2032,Tombeau d'Achille,198, 12=Ouvrage broché, 13=Français,,
2033,Littérature & engagement pendant la Révolution française.,198, 12=Ouvrage broché, 13=Français,,
2034,André-Charles Boulle un nouveau style pour l'Europe,135, 12=Ouvrage broché, 13=Français,,
2036,Différence et identité. La poésie lyrique à l'apogée du capitalisme culturel,198, 12=Ouvrage broché, 13=Français,,
2038,Marina Tsvetaeva Les Carnets,198, 12=Ouvrage relié, 13=Français,,
2039,De l'inconscient en littérature,198, 12=Ouvrage  broché, 13=Français,,
2115,L'art en théorie et en action,131, 12=Broché,,,
2043,Francis Harbuger (1905-1998) le language de la peinture,216, 12=Ouvrage broché, 13=Français,,
2053,Saint-Pétersbourg. L’architecture des tsars,134, 12=Ouvrage  relié, 13=Français,,
2056,Elisabeth Vigée-Le Brun - Souvenirs (1755-1842),124, 12=Ouvrage relié, 13=Français,,
2059,Qu'est-ce que la peinture aujourd'hui ?,144, 12=Ouvrage  broché, 13=Français,,
2061,L'Orangerie du château de Sceaux,131, 12=Ouvrage  broché, 13=Français,,
2243,Rodin érotique,118, 12=Ouvrage broché, 13=Français,,
2067,Le héros épique,131, 12=Ouvrage relié, 13=Français,,
2071,Choses vues à travers Hugo. Hommage à Guy Rosa.,198, 12=Ouvrage  broché, 13=Français,,
2072,Principes fondamentaux de l'art néo-plastique - Theo van Doesburg ,129,,,,
2184,Images et méditation au XVIIe siècle,137, 12=Ouvrage  broché, 13=Français,,
2074,Organes sans corps. Deleuze et conséquences,198, 12=Ouvrage broché, 13=Français,,
2075,Figures d'artistes,131, 12=Ouvrage  broché, 13=Français,,
2077,Les noms indistincts,198, 12=Poche, 13=Français,,
2078,Le Périple structural. Figures et paradigme,198, 12=Poche, 13=Français,,
2079,Paul ou les ambiguïtés,198, 12=Ouvrage  broché, 13=Français,,
2080,Corneille à l'Ecole républicaine,198, 12=Ouvrage  broché, 13=Français,,
2081,Avec Grotowski. Le théâtre n'est qu'une forme,198, 12=Ouvrage broché, 13=Français,,
2082,Effets de textes,198, 12=Ouvrage  broché, 13=Français,,
2083,Le sens caché de la photographie,129, 12=Ouvrage  broché, 13=Français,,
2089,L'Ombre le Reflet. Itinéraires photographique et philosophique.,216, 12=Ouvrage relié, 13=Français,,
2093,Vélasquez,154, 12=Ouvrage relié, 13=Français, 28=Oui,
2095,Pourquoi des théories ?,198, 12=Ouvrage broché, 13=Français,,
2097,Quand les images prennent position. ,198, 12=Ouvrage  broché, 13=Français,,
2100,L'un vers l'autre : en voyage avec Victor Segalen,198, 12=Broché, 13=Français,,
2103,La Philosophie des vapeurs,198, 12=Ouvrage broché, 13=Français,,
2104,Karl Marx Friedrich Engel. Inventer l'inconnu.,198, 12=Ouvrage broché, 13=Français,,
2105,David Lynch the air is on fire - Catalogue d'exposition (+ 2 CD),216, 12=Ouvrage  relié, 13=Français,,
2106,Roland Barthes - Journal de deuil,198, 12=Ouvrage broché, 13=Français,,
2107,Roland Barthes - Carnets du voyage en Chine,198, 12=Ouvrage  broché, 13=Français,,
2110,Conférences de l'Académie royale de Peinture et de Sculpture. Tome II Volume 1.,124, 12=Ouvrage  broché, 13=Français,,
2111,Conférences de l'Académie royale de Peinture et de Sculpture. Tome II Volume 2.,124, 12=Ouvrage  broché, 13=Français,,
2113,Carnet d'études ENSBA n°13 - Le dessin à Florence au temps de Michel-Ange,133, 12=Ouvrage  broché, 13=Français,,
2114,Futur antérieur,142, 12=Ouvrage relié, 13=Français,,
2120,Ramon,198, 12=Broché, 13=Français,,
2121,Le théâtre de l'expérience,198, 12=Broché, 13=Français,,
2122,Le Troisième Paradis de Michelangelo Pistoletto,144, 12=Broché, 13=Français, 28=Oui,
2123,La France de Raymond Depardon,150, 12=Broché, 13=Français, 28=Oui,
2127,L'imaginaire des ruines,216, 12=Ouvrage broché, 13=Français,,
2128,Regards de critiques d'art,160, 12=Ouvrage  broché, 13=Français,,
2135,La maison Maupassant,198, 6=Gallimard, 12=Ouvrage  broché, 13=Français,
2136,En toutes lettres : cent ans de littérature à la Nouvelle Revue française,198, 6=Gallimard, 12=Ouvrage  broché, 13=Français,
2137,La Nouvelle Revue Française,198, 6=Gallimard, 12=Ouvrage  broché, 13=Français,
2138,L'Oeil de la NRF - Cent livres pour un siècle.,198, 6=Gallimard, 12=Poche, 13=Français,
2139,Livre d'art - Jean-Marc Nattier (1685-1766),165, 12=Ouvrage relié, 13=Français,,
2140,Praxitèle,178, 12=Broché, 13=Français,,
2141,A la découverte de la littérature arabe du VIe siècle à nos jours,198, 12=Ouvrage  broché, 13=Français,,
2142,Les Arabes et l'art du récit Une étrange familiarité,198, 12=Ouvrage broché, 13=Français,,
2143,Zola tel qu'en lui-même,198, 12=Ouvrage  broché, 13=Français,,
2144,Aliénation - Antonin Artaud - Les généalogies hybrides,198, 12=Ouvrage  broché, 13=Français,,
2145,Modèle ou miroir ? Winckelmann et la sculpture néoclassique,118, 12=Ouvrage  broché, 13=Français,,
2146,Pensées critiques. Dix itinéraires de la revue Mouvements (1998-2008),198, 12=Ouvrage broché, 13=Français,,
2180,Charles Lapicque le dérangeur,216, 12=Ouvrage  relié, 13=Français,,
2266,Louis Nahi peintre de la surréalité,141, 12=Ouvrage  broché, 13=Français,,
2148,Figures V,198, 12=Ouvrage  broché, 13=Français,,
2149,Mimologiques. Voyage en Cratylie,198, 12=Ouvrage  broché, 13=Français,,
2150,Métalepse. De la figure à la fiction,198, 12=Ouvrage broché, 13=Français,,
2151,Fiction et diction,198, 12=Ouvrage broché, 13=Français,,
2152,Bardadrac,198, 12=Ouvrage  broché, 13=Français,,
2154,Pourquoi j'aime Barthes,198, 12=Ouvrage  broché, 13=Français,,
2155,Dürer Baldung Grien Cranach l'Ancien - Collection du cabinet des estampes et des dessins,133, 12=Ouvrage broché, 13=Français,,
2157,L'Inde,119, 12=Ouvrage broché, 13=Français,,
2158,Discours du récit,198, 12=Ouvrage broché, 13=Français,,
2159,Regards lointains Jean-Luc Lagarce,198, 12=Ouvrage  broché, 13=Français,,
2160,Pierre Bourdieu : Son oeuvre son héritage,198, 12=Ouvrage  broché, 13=Français,,
2161,La poétique du film,198, 12=Ouvrage broché, 13=Français,,
2162,Photofictions. Perec Modiano Duras Goldschmidt Barthes,198, 12=Ouvrage  broché, 13=Français,,
2164,Jean-Georges Cornélius un primitif du XXe siècle,141, 12=Relié, 13=Français,,
2168,Ferdinand Georg Waldmüller (1793-1865),125, 12=Ouvrage  broché, 13=Français,,
2169,La dernière muse latine,198, 12=Ouvrage  broché, 13=Français,,
2170,La Fabrication du consentement. De la propagande médiatique en démocratie,198, 12=Ouvrage  broché, 13=Français,,
2171, La Peur du savoir. Sur le relativisme et le constructivisme de la connaissance.,198, 12=Ouvrage  broché, 13=Français,,
2175,Imaginaire de l'Arioste l'Arioste imaginé,126, 12=Ouvrage  broché, 13=Français,,
2178,Dvaravati : aux sources du bouddhisme en Thaïlande,119, 12=Ouvrage  relié, 13=Français,,
2181,Alexander Calder les années parisiennes 1926-1933,118, 12=Ouvrage relié, 13=Français,,
2182,La Ruche cité des artistes,129, 12=Ouvrage  broché, 13=Français,,
2183,Dessins de Jean-Léon Gérôme,216, 12=Ouvrage  broché, 13=Français,,
2185,Artistes en groupe,137, 12=Ouvrage  broché, 13=Français,,
2186,Du coron au HLM. Patronat et logement social (1894-1953),134, 12=Ouvrage  broché, 13=Français,,
2187,L'image du corps dans la peinture toscane,123, 12=Ouvrage  broché, 13=Français,,
2190,Asger Jorn oeuvres sur papier (1914-1973),142, 12=Ouvrage relié, 13=Français,,
2191,Du paysage en peinture dans l'Occident moderne,131, 12=Ouvrage  broché, 13=Français,,
2236,Histoire des musées de Strasbourg,131, 12=Ouvrage  broché, 13=Français,,
2197,Art féminisme post-féminisme,144, 12=Ouvrage broché, 13=Français,,
2198,Jean-Léon Gérôme. Monographie et catalogue raisonné,166, 12=Ouvrage  relié, 13=Français, 28=Oui,
2201,Fabrice Hyber,144, 12=Ouvrage  relié, 13=Français,,
2202,Warhol à son image,131, 12=Ouvrage  broché, 13=Français,,
3014,L'Ecole de Paris 1945-1965 dictionnaire des peintres,160, 12=Ouvrage relié, 13=Français,,
3011,Napoléon par les peintres,160, 12=Ouvrage relié, 13=Français,,
3010,Tina Ausoni sculptures,118, 12=Ouvrage  broché, 13=Français,,
2215,Fastes de Cour et cérémonies royales. Le costume de cour en europe 1650 - 1800,216, 12=Broché,,,
2220,Louyse Moillon,166, 12=Relié sous  coffret, 13=Français,,
2221,Dominique,135, 12=Ouvrage  relié, 13=Français,,
2222,Dictionnaire des peintres en miniature 1650-1850,124, 12=Ouvrage  relié, 13=Français,,
2227,Voyage dans le Pacifique,126, 12=Ouvrage  broché, 13=Français,,
2229,Trois maîtres du dessin,216, 12=Ouvrage  broché, 13=Français,,
2232,Haussmann Georges-Eugene préfet-baron de la Seine,129, 12=Ouvrage broché, 13=Français,,
2233,Van Dyck graveur l'art du portrait,133, 12=Ouvrage  broché, 13=Français,,
2235,Les primitifs italiens,123, 12=Ouvrage  broché, 13=Français,,
2239,Intrigue à Versailles,198, 12=Ouvrage  broché, 13=Français,,
2241,Animal sketching de Calder,122, 12=Ouvrage  broché, 13=Français/Anglais,,
2257,Fables de La Fontaine illustrées par Jean-Baptiste Oudry,133, 12=Ouvrage  relié, 13=Français, 28=Oui,
5515,Alizard - Père et fils peintres et professeurs 1827-1948,125, 12=Ouvrage  broché, 13=Français, 28=Oui,
2247,La collection du musée du quai Branly,131, 12=Ouvrage  relié, 13=Français,,
2252,La photographie au musée d'Orsay,150, 12=Ouvrage relié, 13=Français,,
2253,Ingres,125, 12=Ouvrage  relié, 13=Français,,
2254,Dictionnaire international de la sculpture moderne et contemporaine,118, 12=Relié, 13=Français,,
2255,Peintures du XIXe siècle musée des beaux-arts de Pau,125, 12=Ouvrage broché, 13=Français,,
2259,Mantegna. La prédelle de San Zeno de Vérone 1457-1459,123, 12=Broché, 13=Français,,
2260,Les premiers retables (XIIe-début du XVe siècle) - Une mise en scène du sacré.,178, 12=Ouvrage  broché, 13=Français,,
6390,Bosc - De l'humour à l'encre noire,142, 12=Ouvrage broché, 13=Français,,
2262,William Eggleston Paris,216, 12=Ouvrage relié, 13=Français,,
2273,Une futile audace,216, 12=Ouvrage  broché, 13=Français,,
2267,L'homme des lisières. Du dessin à l'installation monumentale.,144, 12=Ouvrage  broché, 13=Français,,
2270,Ce que vous voyez est ce que vous voyez,131, 12=Ouvrage broché, 13=Français,,
2432,Description de l'Egypte. Une aventure humaine et éditoriale,157, 12=Ouvrage broché, 13=Français,,
2285,Fischli Weiss: Flowers & Questions a retrospective,230, 12=Ouvrage relié, 13=Anglais,,
2646,A la table d'Eugénie,216, 12=Ouvrage  broché, 13=Français,,
2439,Une iconographie de la répression judiciaire,128, 12=Ouvrage  broché, 13=Français,,
2655,Renault la collection d'art,141, 12=Ouvrage  relié, 13=Français,,
2429,Boris Mikhailov - Yesterday's Sandwich,1, 12=Ouvrage relié, 13=Français,,
2754,Catalogue d'exposition Les enfants modèles,216, 12=Ouvrage broché, 13=Français,,
2732,Le songe d'un habitant du Mogol et autres fables,1, 12=Ouvrage  broché, 13=Français,,
2434,La collection Borghèse au musée Napoléon,1, 13=Français,,,
2280,Architecture moderne principes et mutations (1750-1950),134, 12=Ouvrage  broché, 13=Français,,
2616,L'Ecole de la liberté - Etre artiste à Paris 1648-1817,216, 12=Ouvrage  broché, 13=Français,,
2279,Camille Claudel le miroir et la nuit,179, 12=Ouvrage relié, 13=Français,,
2814,L'inaliénabilité des collections de musée en question,137, 12=Ouvrage broché, 13=Français, 28=Oui,
2603,Le mobilier de Versailles chefs-d’œuvre du XIXème siècle,135, 13=Français,,,
2405,Au fond de la peinture,160, 12=Relié, 13=Français,,
5462,Catalogue d'exposition Hans Richter - Centre Pompidou-Metz,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
2290,Une inquiétante étrangeté (sur trois tableaux Véronèse Manet Matisse),137, 12=Ouvrage broché, 13=Français,,
2291,Jackson Pollock,141, 12=Ouvrage broché, 13=Français,,
2309,De l'essence ou du nu,1, 12=Ouvrage  broché, 13=Français,,
2323,La guerre sans dentelles,1, 12=Ouvrage  broché, 13=Français,,
2521,Les jardins de Louis XIV à Versailles,135, 12=Ouvrage broché, 13=Français,,
2295,Proust contre la déchéance,198, 12=Ouvrage  broché, 13=Français,,
2297,Artistes sans oeuvres I would prefer not to,144, 12=Broché, 13=Français,,
2299,Catalogue d'exposition Claude Closky - Mac Val,216, 13=Français/Anglais,,,
2300,Gustave Moreau. Catalogue sommaire des dessins. Musée Gustave Moreau,166, 13=Français,,,
2304,Sixtine des Balkans,161, 12=Ouvrage  broché,,,
2306,Point de fuite - Essais critiques sur l'art actuel 1987-2007,137, 12=Ouvrage broché, 13=Français,,
2307,Articles intrépides (1977-1985),198, 12=Ouvrage  broché, 13=Français,,
2308,La photo inéluctablement,1, 12=Ouvrage broché, 13=Français,,
2312,Palestine : rien ne nous manque ici,198, 12=Ouvrage broché, 13=Français,,
7194,Fontainebleau la vraie demeure des rois,233, 12=Relié sous coffret, 13=Français,,
2326,Georges Condo. La Civilisation Perdue,216, 12=Ouvrage broché, 13=Français,,
2316,Bamana,1, 12=Ouvrage  broché, 13=Français,,
2318,Saint-Riquier une grande abbaye bénédictine,134, 12=Ouvrage  broché, 13=Français,,
2319,Chardin et Rembrandt,198, 12=Ouvrage  broché, 13=Français,,
2320,Berlin architectures 1230-2008,1, 12=Ouvrage  relié, 13=Français,,
2321,Art et artistes du papier peint,1, 12=Ouvrage relié, 13=Français,,
2322,Catalogue d'exposition Picasso & Cézanne - Musée Granet Aix en Provence,141, 12=Ouvrage broché, 13=Français, 28=Oui,
2325,Le bestiaire d'André Masson,216, 12=Ouvrage broché, 13=Français,,
2358,Catalogue d'exposition elles@centre pompidou,216, 13=Français,,,
2327,Fra Angelico. Dissemblance et figuration,160, 12=Poche, 13=Français,,
2329,L'artiste l'institution et le marché,144, 12=Poche, 13=Français,,
2330,Le marché de l'art. Mondialisation et nouvelles technologies.,1, 12=Poche, 13=Français,,
2331,Le Japon illustré,216, 12=Ouvrage  broché, 13=Français,,
2402,Sept jours dans le monde de l'art,137, 12=Ouvrage  broché, 13=Français,,
2333,Le Louvre pendant la guerre. Regards photographiques 1938-1947,1, 12=Ouvrage broché, 13=Français,,
2336,Elégance et modernité. Un renouveau à la française 1908-1958,216, 12=Ouvrage  broché, 13=Français,,
2342,Le bain & le miroir,216, 12=Ouvrage relié, 13=Français,,
2349,Philippe Parreno,1,,,,
2351,Claude Lévêque. Le grand soir,216, 12=Ouvrage relié, 13=Français,,
2356,René Letourneur ,118, 12=Ouvrage  relié, 13=Français,,
2357,James Ensor,154, 12=Ouvrage broché, 13=Français,,
2360,Exhibition catalogue Baroque 1620-1800 - Magnificence & Style,230, 12=Ouvrage relié, 13=Anglais,,
2362,Henri Martin du rêve au quotidien,216, 12=Ouvrage  broché, 13=Français, 28=Oui,
2364,Sculptures en Champagne au XVIe siècle,118, 12=Ouvrage relié, 13=Français,,
2365,Répertoire des photographes parisiens du XIXe siècle ,1, 12=Ouvrage  broché, 13=Français,,
2368,A la cour des singes,143, 12=Ouvrage relié, 13=Français,,
2369,Le musée de l'art pour les enfants T.2,143, 12=Ouvrage relié, 13=Français,,
2370,Miroirs d'Orient,1, 12=Ouvrage  broché, 13=Français,,
2385,Proust et la photographie - La résurrection de Venise,150, 12=Ouvrage broché, 13=Français,,
2388,Voir l'Italie et mourir ,216, 12=Ouvrage  broché, 13=Français,,
2391,Matisse et Rodin,216, 12=Ouvrage broché, 13=Français,,
5621,A l'oeuvre - La théorie de l'image de Caspar David Friedrich,160, 12=Ouvrage broché, 13=Français,,
2397,Du Bosphore à l'Adriatique - des photographes français découvrent les monuments des Balkans 1878-1914,216, 12=Ouvrage  broché, 13=Français,,
